,name,sqft,sqm,psf,location,amenities,amenities_count,price
1375,Warehouse in Oxley Bizhub,2390,222.04,586,Paya Lebar (D14),"['Air conditioning', 'Column free']",2,1400000
1376,Warehouse in Oxley Bizhub,1452,134.9,551,Paya Lebar (D14),"['Air conditioning', 'Column free']",2,800000
1377,Warehouse in Oxley Bizhub,2303,213.96,729,Paya Lebar (D14),"['Column free', '24 hr access']",2,1680000
1378,Warehouse in Oxley Bizhub,958,89,731,Paya Lebar (D14),"['Air conditioning', 'Column free', '24 hr access']",3,700000
1379,Warehouse in Oxley Bizhub,2045,189.99,660,Paya Lebar (D14),"['Air conditioning', 'Column free']",2,1350000
1380,Factory in Oxley Bizhub 2,1916,178,616,Paya Lebar (D14),['Column free'],1,1180000
1381,Factory in Midview Building,1184,110,497,Choa Chu Kang (D23),"['Air conditioning', 'Bath room', '24 hr access']",3,588000
1382,Factory in Oxley Bizhub 2,1023,95.04,635,Paya Lebar (D14),"['Air conditioning', 'Column free']",2,650000
1383,Shophouse in HDB-Bukit Merah,1485,137.96,1010,Telok Blangah (D4),['Air conditioning'],1,1500000
1384,Retail in Shenton House,3982,369.94,1733,Marina (D1),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,6900000
1385,General Industrial in The Commerze @ Irving,1066,99.03,704,Potong Pasir (D13),"['Air conditioning', '24 hr access', 'Car park']",3,750000
1386,Retail in Upper Serangoon Shopping Centre,1507,140,1579,Sengkang (D19),"['Air conditioning', 'Car park']",2,2380000
1387,Retail in Fuyuen Court,828,76.92,2114,Paya Lebar (D14),"['Bath room', '24 hr access', 'Car park']",3,1750000
1388,Office in 230 Serangoon Road,1118,103.87,1342,Serangoon Rd (D8),"['Bath room', 'Water trap', 'Pantry', 'Kitchen']",4,1500000
1389,Factory in Citrine Foodland,1765,163.97,1694,Sengkang (D19),['24 hr access'],1,2990000
1390,Food & Beverage in Citrine Foodland,1787,166.02,1791,Sengkang (D19),"['Grease trap', 'Water trap', 'Column free', '24 hr access']",4,3200000
1391,Retail in HDB-Jurong East,720,66.89,2500,Tuas (D22),[],0,1800000
1392,Factory in Enterprise Hub,4101,381,239,Tuas (D22),[],0,980000
1393,Office in Paya Lebar Square,538,49.98,2193,Paya Lebar (D14),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,1180000
1394,Office in Concorde Shopping Centre,560,52.03,1607,Commonwealth (D3),"['Air conditioning', 'Car park']",2,900000
1395,Retail in RV Point / Rv Point,312,28.99,3141,River Valley (D9),"['Air conditioning', 'Bath room', '24 hr access']",3,980000
1396,Food & Beverage in CT FoodChain,3509,326,725,Clementi (D5),"['Column free', 'Grease trap', 'Car park', 'Pantry', '24 hr access', 'Air conditioning', 'Water trap', 'Kitchen']",8,2545000
1397,Retail in Peninsula.Excelsior Hotel,419,38.93,1623,Clarke Quay (D6),['Air conditioning'],1,680000
1398,Retail in Lucky Plaza,474,44.04,7384,River Valley (D9),[],0,3500000
1399,Shophouse in Soho Life,710,65.96,3239,Marine Parade (D15),"['Grease trap', '24 hr access']",2,2300000
1400,Retail in View at Kismis,194,18.02,3505,Upper Bukit Timah (D21),"['Air conditioning', 'Security access']",2,680000
1401,Retail in Normanton Park,474,44.04,4250,Clementi (D5),"['Air conditioning', 'Security access']",2,2014500
1402,Office in Sim Lim Square,388,36.05,3222,Rochor (D7),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,1250000
1403,Shophouse in Linear Green @ Bedok,398,36.98,2764,Upper East Coast (D16),['Bath room'],1,1100000
1404,Retail in Sim Lim Square,688,63.92,5523,Rochor (D7),[],0,3800000
1405,Retail in Sim Lim Tower,700,65.03,4571,Serangoon Rd (D8),[],0,3200000
1406,Retail in Sunshine Plaza,441,40.97,4422,Rochor (D7),[],0,1950000
1407,Warehouse in Perfect One,3929,365.02,700,Potong Pasir (D13),[],0,2750000
1408,Land only in Ponggol Seventeenth Avenue,6440,598.3,1087,Sengkang (D19),"['Air conditioning', 'Bath room', 'Car park']",3,7000000
1409,Factory in CT FoodChain,3520,327.02,694,Clementi (D5),"['Loading bay', 'Car park', 'Large floor plate']",3,2442000
1410,Office in Suntec City Towers,11744,"1,091.05",3250,Marina (D1),"['Loading bay', 'Security access', 'Car park', 'Raised floor', '24 hr access', 'Large floor plate', 'Air conditioning']",7,38168000
1411,Office in Suntec City Towers,6168,573.03,2988,Marina (D1),"['Column free', 'Air conditioning', 'Cctv', '24 hr access']",4,18429000
1412,Factory in K.B. Warehouse Complex,8428,782.99,314,Paya Lebar (D14),[],0,2650000
1413,Factory in T5 @ Tampines,22683,"2,107.32",198,Tampines (D18),"['Air conditioning', '450 lux lighting', '24 hr access']",3,4500000
1414,Office in 15 Scotts,5382,500,3716,River Valley (D9),[],0,20000000
1415,Office in 15 Scotts,614,57.04,3746,River Valley (D9),[],0,2300000
1416,Retail in Balestier Point,19780,"1,837.62",2831,Toa Payoh (D12),[],0,56000000
1417,Retail in Somerset Road,44315,"4,117",9703,River Valley (D9),[],0,430000000
1418,Office in 15 Scotts,2153,200.02,3948,River Valley (D9),[],0,8500000
1419,Shophouse in 292 Yishun Street 22,1485,137.96,1737,Yishun (D27),"['Water trap', '24 hr access', 'Car park']",3,2580000
1420,Office in Paya Lebar Square,850,78.97,2176,Paya Lebar (D14),[],0,1850000
1421,Shophouse in Jalan Besar,18200,"1,690.83",2857,Serangoon Rd (D8),"['Bath room', 'Grease trap', 'Cctv', '24 hr access', 'Air conditioning', 'Kitchen']",6,52000000
1422,Retail in Tiong Bahru Orchid,3530,327.95,3059,Commonwealth (D3),['24 hr access'],1,10800000
1423,Shophouse in Telok Blangah Rise,1517,140.93,1014,Telok Blangah (D4),"['Bath room', '24 hr access', 'Kitchen']",3,1538000
1424,Retail in Burlington Square,269,24.99,3673,Rochor (D7),"['Air conditioning', 'Water trap', 'Car park', 'Chilled water supply']",4,988000
1425,Factory in Synergy @ KB,1302,120.96,431,Paya Lebar (D14),[],0,561431
1426,Retail in Junction Nine,172,15.98,5441,Yishun (D27),"['Broadband', 'Air conditioning', 'Loading bay', 'Car park']",4,935888
1427,Retail in Orchard Plaza,194,18.02,2577,River Valley (D9),"['Broadband', 'Air conditioning', 'Bath room', 'Column free', 'Car park']",5,500000
1428,Retail in Oxley Tower,205,19.05,4390,Marina (D1),"['Bath room', 'Column free', 'Chilled water supply', 'Loading bay', 'Car park', 'Air conditioning', 'Water trap']",7,900000
1429,Factory in Mandai Connection,1711,158.96,269,Woodlands (D25),[],0,460000
1430,Retail in People's Park Complex,5080,471.95,5610,Marina (D1),"['Loading bay', 'Column free', 'Car park', '24 hr access', 'Large floor plate', 'Air conditioning']",6,28500000
1431,Factory in 26 Kallang Place,5641,524.07,202,Toa Payoh (D12),[],0,1141341
1432,Office in Eon Shenton,1033,95.97,2711,Tanjong Pagar (D2),"['Bath room', 'Security access', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Column free', 'Air conditioning']",8,2800000
1433,Warehouse in Oxley Bizhub,2177,202.25,658,Paya Lebar (D14),[],0,1431413
1434,Factory in T5 @ Tampines,22388,"2,079.91",174,Tampines (D18),[],0,3887413
1435,Factory in T99,6534,607.03,352,Tuas (D22),[],0,2299413
1436,Factory in Cendex Centre,1537,142.79,777,Commonwealth (D3),[],0,1194131
1437,Office in The Adelphi,506,47.01,3360,Clarke Quay (D6),"['24 hr access', 'Car park']",2,1700000
1438,Retail in The Mezzo,667,61.97,1799,Toa Payoh (D12),"['Security access', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,1200000
1439,Retail in Maplewoods,592,55,2703,Upper Bukit Timah (D21),"['Air conditioning', 'Cctv']",2,1600000
1440,Office in Little India Conservation Area,3736,347.09,1660,Serangoon Rd (D8),"['Air conditioning', 'Kitchen']",2,6200000
1441,Shophouse in 710 Clementi West Street 2,4090,379.97,2445,Clementi (D5),"['Grease trap', 'Car park', 'Pantry', 'Kitchen']",4,10000000
1442,Retail in The Mezzo,753,69.96,1793,Toa Payoh (D12),"['Air conditioning', 'Cctv', '24 hr access', 'Pantry', 'Car park']",5,1350000
1443,Retail in Balestier Plaza,226,21,2965,Toa Payoh (D12),[],0,670000
1444,Retail in Elias Mall,1055,98.01,4076,Tampines (D18),[],0,4300000
1445,Office in Parkway Centre,829,77.02,1809,Marine Parade (D15),"['Air conditioning', '450 lux lighting', '24 hr access']",3,1500000
1446,Shophouse in Toa Payoh Central,1345,124.95,5130,Toa Payoh (D12),[],0,6900000
1447,Retail in Sunshine Plaza,398,36.98,4573,Rochor (D7),[],0,1820000
1448,Shophouse in Toa Payoh North,1517,140.93,1516,Toa Payoh (D12),"['Air conditioning', 'Bath room', 'Car park', 'Kitchen']",4,2300000
1449,Factory in AZ @ Paya Lebar,2455,228.08,1426,Paya Lebar (D14),[],0,3500000
1450,Retail in Sunshine Plaza,151,14.03,4371,Rochor (D7),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,660000
1451,General Industrial in The Crescent @ Kallang,947,87.98,727,Potong Pasir (D13),"['Air conditioning', 'Bath room', '24 hr access', 'Car park']",4,688000
1452,Factory in Mandai Estate,1787,166.02,1367,Woodlands (D25),[],0,2443000
1453,Office in The Alexcier,1044,96.99,498,Commonwealth (D3),"['Loading bay', 'Security access', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning']",8,520000
1454,Office in Suntec City Towers,3606,335.01,2998,Marina (D1),"['Loading bay', 'Column free', 'Cctv', 'Pantry', '24 hr access', 'Security access', 'Air conditioning']",7,10810788
1455,Office in Suntec City Towers,11840,"1,099.97",3600,Marina (D1),"['Loading bay', 'Column free', 'Cctv', 'Car park', 'Pantry', 'Raised floor', '24 hr access', 'Air conditioning']",8,42624000
1456,Retail in Sim Lim Square,355,32.98,5634,Rochor (D7),"['Loading bay', 'Air conditioning', 'Column free', 'Car park']",4,1999999
1457,Retail in 502 Bishan Street 11,280,26.01,5643,Thomson (D20),[],0,1580000
1458,Shophouse in 259 Outram Road,4700,436.64,2298,Commonwealth (D3),['Air conditioning'],1,10800000
1459,General Industrial in Woodlands Industrial Xchange,1723,160.07,302,Woodlands (D25),['24 hr access'],1,520000
1460,General Industrial in Mega @ Woodlands,1713,159.14,379,Woodlands (D25),[],0,650000
1461,Factory in First Centre,797,74.04,627,Sengkang (D19),[],0,500000
1462,Factory in Aljunied Industrial Complex,3067,284.93,652,Paya Lebar (D14),[],0,2000000
1463,Retail in The Adelphi,657,61.04,3653,Clarke Quay (D6),[],0,2400000
1464,Retail in Peninsula Plaza,581,53.98,5336,Clarke Quay (D6),[],0,3100000
1465,Office in Peninsula Plaza,1485,137.96,2424,Clarke Quay (D6),[],0,3600000
1466,Retail in Peninsula Plaza,431,40.04,2204,Clarke Quay (D6),[],0,950000
1467,Office in Bylands Building,1077,100.06,1764,Rochor (D7),[],0,1900000
1468,Factory in North Spring Bizhub,3583,332.87,1027,Yishun (D27),[],0,3680000
1469,Retail in Sim Lim Square,344,31.96,5523,Rochor (D7),[],0,1900000
1470,Office in Harper Point,3175,294.97,2302,Potong Pasir (D13),"['Loading bay', 'Handicap friendly', 'Security access', 'Cctv', 'Bath room', 'Car park', '24 hr access']",7,7310000
1471,Retail in Alexis,1378,128.02,4354,Commonwealth (D3),[],0,6000000
1472,Retail in Stars Of Kovan,775,72,7395,Sengkang (D19),"['Loading bay', 'Handicap friendly', 'Cctv', 'Bath room', 'Car park', 'Air conditioning']",6,5731000
1473,Retail in Stars Of Kovan,441,40.97,5556,Sengkang (D19),[],0,2450000
1474,Retail in Harper Point,376,34.93,2426,Potong Pasir (D13),[],0,912000
1475,Retail in Harper Point,861,79.99,3201,Potong Pasir (D13),[],0,2756000
1476,Factory in I-Lofts @ Changi,14628,"1,358.99",197,Changi Village (D17),"['Bath room', 'Handicap friendly', 'Security access', 'Cctv', 'Car park', '24 hr access', 'Server room', 'Meeting rooms']",8,2880000
1477,Retail in Millage,603,56.02,2985,Paya Lebar (D14),[],0,1800000
1478,Office in Harper Point,5166,479.94,2335,Potong Pasir (D13),"['Loading bay', 'Handicap friendly', 'Column free', 'Cctv', 'Bath room', 'Car park', '24 hr access']",7,12062000
1479,Retail in Alexis,1690,157.01,2959,Commonwealth (D3),[],0,5000000
1480,Office in Harper Point,1840,170.94,2352,Potong Pasir (D13),"['Loading bay', 'Bath room', 'Cctv', '24 hr access', 'Car park']",5,4327000
1481,Office in Harper Point,2303,213.96,2371,Potong Pasir (D13),"['Loading bay', 'Handicap friendly', 'Column free', 'Cctv', 'Car park', '24 hr access']",6,5461000
1482,Retail in Alexandra Central,957,88.91,8882,Commonwealth (D3),[],0,8500000
1483,Office in Harper Point,1065,98.94,2378,Potong Pasir (D13),"['Loading bay', 'Bath room', 'Cctv', '24 hr access', 'Car park']",5,2533000
1484,Office in Harper Point,613,56.95,2396,Potong Pasir (D13),"['Loading bay', 'Handicap friendly', 'Cctv', 'Bath room', 'Car park', '24 hr access']",6,1469000
1485,Office in Harper Point,462,42.92,2355,Potong Pasir (D13),"['Loading bay', 'Bath room', 'Cctv', '24 hr access', 'Car park']",5,1088000
1486,Retail in Harper Point,1517,140.93,2260,Potong Pasir (D13),[],0,3428000
1487,Factory in I-Lofts @ Changi,7319,679.96,225,Changi Village (D17),"['Bath room', 'Column free', 'Broadband', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",8,1650000
1488,Retail in Stars Of Kovan,527,48.96,6638,Sengkang (D19),[],0,3498000
1489,Retail in Alexis,3067,284.93,3261,Commonwealth (D3),[],0,10000000
1490,Retail in Enterprise One,10409,967.03,1441,Paya Lebar (D14),"['Bath room', 'Grease trap', 'Cctv', 'Car park', '24 hr access', 'Air conditioning', 'Water trap', 'Loading bay']",8,15000000
1491,General Industrial in The Splendour,8665,805,300,Choa Chu Kang (D23),"['Air conditioning', 'Bath room', '24 hr access', 'Car park']",4,2600000
1492,Retail in Stars Of Kovan,452,41.99,5562,Sengkang (D19),[],0,2514000
1493,General Industrial in Oxley Bizhub,1970,183.02,487,Paya Lebar (D14),"['Column free', 'Loading bay', 'Cctv', 'Car park', 'Large floor plate']",5,960000
1494,Retail in Upper Serangoon Shopping Centre,441,40.97,5556,Sengkang (D19),[],0,2450000
1495,General Industrial in First East Centre,2625,243.87,240,Paya Lebar (D14),"['Air conditioning', 'Column free', '24 hr access', 'Car park']",4,630000
1496,Retail in Macpherson Mall,366,34,3962,Potong Pasir (D13),[],0,1450000
1497,Factory in CT FoodChain,3186,295.99,892,Clementi (D5),"['Air conditioning', 'Security access']",2,2841950
1498,Factory in Shine@Tuas South,1798,167.04,261,Tuas (D22),"['Air conditioning', 'Security access']",2,469000
1499,Retail in Oxley Tower,161,14.96,4658,Marina (D1),"['Column free', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,750000
1500,Shophouse in Sun Plaza Green,1970,183.02,2200,Tampines (D18),"['Bath room', 'Broadband', 'Car park', '24 hr access', 'Air conditioning', 'Kitchen']",6,4334000
1501,Shophouse in Ghim Moh,1475,137.03,2292,Holland (D10),[],0,3380000
1502,Shophouse in Toa Payoh Central,1237,114.92,2975,Toa Payoh (D12),[],0,3680000
1503,Retail in 17 Opal Crescent,4100,380.9,1463,Toa Payoh (D12),[],0,6000000
1504,Factory in North Link Building,5200,483.1,210,Yishun (D27),[],0,1090000
1505,Office in Plus,786,73.02,2988,Marina (D1),"['Air conditioning', 'Security access']",2,2348422
1506,General Industrial in Central-Link,1055,98.01,771,Commonwealth (D3),"['Air conditioning', 'Bath room', '24 hr access', 'Car park']",4,813000
1507,Dormitory in Tuas Techpark,19042,"1,769.06",362,Tuas (D22),"['Bath room', 'Security access', 'Reception services', 'Cctv', 'Car park', '24 hr access', 'Large floor plate', 'Kitchen']",8,6888888
1508,Shophouse in Little India Conservation Area,1699,157.84,2472,Serangoon Rd (D8),"['Column free', '24 hr access']",2,4200000
1509,Retail in 710A Ang Mo Kio Avenue 8,3574,332.04,3047,Thomson (D20),[],0,10888888
1510,Retail in Toa Payoh Central,1237,114.92,2975,Toa Payoh (D12),[],0,3680000
1511,Retail in Toa Payoh Central,1033,95.97,10939,Toa Payoh (D12),[],0,11300000
1512,Retail in Parklane Shopping Mall,3660,340.02,1475,Rochor (D7),[],0,5400000
1513,Factory in North Link Building,5188,481.98,191,Yishun (D27),[],0,990000
1514,Factory in Vertex,2239,208.01,442,Paya Lebar (D14),[],0,990000
1515,Industrial Office in Paya Ubi Industrial Park,6250,580.64,296,Paya Lebar (D14),"['Loading bay', 'Car park']",2,1850000
1516,Retail in 162 Bukit Merah Central,839,77.95,572,Commonwealth (D3),"['Air conditioning', 'Security access']",2,480000
1517,Retail in Lucky Plaza,194,18.02,12113,River Valley (D9),[],0,2350000
1518,Office in Tripleone Somerset,19730,"1,832.98",2803,River Valley (D9),"['Loading bay', 'Column free', 'Own chiller plant', 'Cctv', 'Car park', 'Raised floor', '24 hr access', 'Large floor plate']",8,55300000
1519,Office in Tripleone Somerset,538,49.98,2868,River Valley (D9),"['Loading bay', 'Column free', 'Chilled water supply', 'Cctv', 'Car park', '24 hr access', 'Large floor plate', 'Security access']",8,1543000
1520,Factory in Woodlands Industrial Xchange,1722,159.98,319,Woodlands (D25),['Car park'],1,550000
1521,General Industrial in Nordcom One,1691,157.1,266,Yishun (D27),"['Cctv', 'Car park', '24 hr access']",3,450000
1522,Factory in Pantech Business Hub,2250,209.03,450,Clementi (D5),[],0,1012500
1523,Industrial Office in Excalibur Centre,2368,219.99,530,Paya Lebar (D14),[],0,1255440
1524,Factory in Sindo Industrial Estate,16520,"1,534.76",990,Upper Thomson (D26),[],0,16350000
1525,Food & Beverage in Kaki Bukit Road 1,10400,966.19,1442,Paya Lebar (D14),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,15000000
1526,Shophouse in Telok Ayer Street,10500,975.48,5714,Marina (D1),"['Grease trap', 'Cctv', 'Air conditioning']",3,60000000
1527,Factory in Kaki Bukit Avenue 1,13000,"1,207.74",362,Paya Lebar (D14),"['Loading bay', 'Security access', 'Car park', 'Pantry', 'Meeting rooms', 'Air conditioning']",6,4700000
1528,Industrial Office in Kewalram House,1300,120.77,750,Commonwealth (D3),[],0,975000
1529,General Industrial in Oxley Bizhub 2,2194,203.83,419,Paya Lebar (D14),[],0,920000
1530,Industrial Office in Pantech Business Hub,1206,112.04,464,Clementi (D5),[],0,560000
1531,Shophouse in 432 Clementi Avenue 3,1646,152.92,1762,Clementi (D5),[],0,2900000
1532,Factory in 7 Mandai Estate,1701,158.03,1274,Woodlands (D25),[],0,2167000
1533,Retail in Peninsula Plaza,398,36.98,2136,Clarke Quay (D6),[],0,850000
1534,Land with Building in Nanyang Park,3300,306.58,1576,Sengkang (D19),[],0,5200000
1535,Factory in Admiralty Industrial Park,1302,120.96,292,Yishun (D27),[],0,380000
1536,Shophouse in Tras Street,3772,350.43,4772,Tanjong Pagar (D2),[],0,18000000
1537,Retail in East Village,205,19.05,4868,Upper East Coast (D16),"['Bath room', 'Security access', 'Loading bay']",3,998000
1538,General Industrial in Tuas Lot,3780,351.17,132,Tuas (D22),[],0,500000
1539,Factory in Enterprise Centre,3587,333.24,279,Choa Chu Kang (D23),"['Column free', 'Car park']",2,1000000
1540,Factory in LW Technocentre,1290,119.84,388,Tuas (D22),"['Bath room', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning']",6,500000
